time,left_x,left_y,left_z,right_x,right_y,right_z
7.960,0.10443,0.00000,0.74786,-0.10443,0.00000,0.74786
7.980,0.10415,0.00000,0.74876,-0.10415,0.00000,0.74876
8.000,0.10387,0.00000,0.74965,-0.10387,0.00000,0.74965
8.020,0.10361,0.00000,0.75053,-0.10361,0.00000,0.75053
8.040,0.10335,0.00000,0.75140,-0.10335,0.00000,0.75140
8.060,0.10310,0.00000,0.75227,-0.10310,0.00000,0.75227
8.080,0.10286,0.00000,0.75312,-0.10286,0.00000,0.75312
8.100,0.10264,0.00000,0.75397,-0.10264,0.00000,0.75397
8.120,0.10242,0.00000,0.75480,-0.10242,0.00000,0.75480
8.140,0.10221,0.00000,0.75563,-0.10221,0.00000,0.75563
8.160,0.10201,0.00000,0.75645,-0.10201,0.00000,0.75645
8.180,0.10181,0.00000,0.75725,-0.10181,0.00000,0.75725
8.200,0.10163,0.00000,0.75804,-0.10163,0.00000,0.75804
8.220,0.10146,0.00000,0.75883,-0.10146,0.00000,0.75883
8.240,0.10130,0.00000,0.75960,-0.10130,0.00000,0.75960
8.260,0.10114,0.00000,0.76036,-0.10114,0.00000,0.76036
8.280,0.10100,0.00000,0.76111,-0.10100,0.00000,0.76111
8.300,0.10087,0.00000,0.76185,-0.10087,0.00000,0.76185
8.320,0.10074,0.00000,0.76257,-0.10074,0.00000,0.76257
8.340,0.10063,0.00000,0.76328,-0.10063,0.00000,0.76328
8.360,0.10052,0.00000,0.76398,-0.10052,0.00000,0.76398
8.380,0.10043,0.00000,0.76467,-0.10043,0.00000,0.76467
8.400,0.10034,0.00000,0.76535,-0.10034,0.00000,0.76535
8.420,0.10026,0.00000,0.76601,-0.10026,0.00000,0.76601
8.440,0.10020,0.00000,0.76666,-0.10020,0.00000,0.76666
8.460,0.10014,0.00000,0.76729,-0.10014,0.00000,0.76729
8.480,0.10009,0.00000,0.76791,-0.10009,0.00000,0.76791
8.500,0.10006,0.00000,0.76852,-0.10006,0.00000,0.76852
8.520,0.10003,0.00000,0.76911,-0.10003,0.00000,0.76911
8.540,0.10001,0.00000,0.76969,-0.10001,0.00000,0.76969
8.560,0.10000,0.00000,0.77025,-0.10000,0.00000,0.77025
8.580,0.10000,0.00000,0.77080,-0.10000,0.00000,0.77080
8.600,0.10001,0.00000,0.77134,-0.10001,0.00000,0.77134
8.620,0.10003,0.00000,0.77186,-0.10003,0.00000,0.77186
8.640,0.10006,0.00000,0.77237,-0.10006,0.00000,0.77237
8.660,0.10010,0.00000,0.77286,-0.10010,0.00000,0.77286
8.680,0.10015,0.00000,0.77333,-0.10015,0.00000,0.77333
8.700,0.10021,0.00000,0.77379,-0.10021,0.00000,0.77379
8.720,0.10028,0.00000,0.77423,-0.10028,0.00000,0.77423
8.740,0.10036,0.00000,0.77466,-0.10036,0.00000,0.77466
8.760,0.10045,0.00000,0.77508,-0.10045,0.00000,0.77508
8.780,0.10054,0.00000,0.77547,-0.10054,0.00000,0.77547
8.800,0.10065,0.00000,0.77585,-0.10065,0.00000,0.77585
8.820,0.10077,0.00000,0.77622,-0.10077,0.00000,0.77622
8.840,0.10089,0.00000,0.77657,-0.10089,0.00000,0.77657
8.860,0.10103,0.00000,0.77690,-0.10103,0.00000,0.77690
8.880,0.10118,0.00000,0.77721,-0.10118,0.00000,0.77721
8.900,0.10133,0.00000,0.77751,-0.10133,0.00000,0.77751
8.920,0.10149,0.00000,0.77779,-0.10149,0.00000,0.77779
8.940,0.10167,0.00000,0.77806,-0.10167,0.00000,0.77806
8.960,0.10185,0.00000,0.77831,-0.10185,0.00000,0.77831
8.980,0.10205,0.00000,0.77854,-0.10205,0.00000,0.77854
9.000,0.10225,0.00000,0.77876,-0.10225,0.00000,0.77876
9.020,0.10246,0.00000,0.77895,-0.10246,0.00000,0.77895
9.040,0.10268,0.00000,0.77914,-0.10268,0.00000,0.77914
9.060,0.10291,0.00000,0.77930,-0.10291,0.00000,0.77930
9.080,0.10315,0.00000,0.77945,-0.10315,0.00000,0.77945
9.100,0.10340,0.00000,0.77958,-0.10340,0.00000,0.77958
9.120,0.10366,0.00000,0.77969,-0.10366,0.00000,0.77969
9.140,0.10393,0.00000,0.77978,-0.10393,0.00000,0.77978
9.160,0.10420,0.00000,0.77986,-0.10420,0.00000,0.77986
9.180,0.10449,0.00000,0.77992,-0.10449,0.00000,0.77992
9.200,0.10478,0.00000,0.77997,-0.10478,0.00000,0.77997
9.220,0.10509,0.00000,0.77999,-0.10509,0.00000,0.77999
9.240,0.10540,0.00000,0.78000,-0.10540,0.00000,0.78000
9.260,0.10572,0.00000,0.77999,-0.10572,0.00000,0.77999
9.280,0.10606,0.00000,0.77997,-0.10606,0.00000,0.77997
9.300,0.10640,0.00000,0.77992,-0.10640,0.00000,0.77992
9.320,0.10675,0.00000,0.77986,-0.10675,0.00000,0.77986
9.340,0.10710,0.00000,0.77978,-0.10710,0.00000,0.77978
9.360,0.10747,0.00000,0.77969,-0.10747,0.00000,0.77969
9.380,0.10785,0.00000,0.77958,-0.10785,0.00000,0.77958
9.400,0.10823,0.00000,0.77945,-0.10823,0.00000,0.77945
9.420,0.10862,0.00000,0.77930,-0.10862,0.00000,0.77930
9.440,0.10903,0.00000,0.77913,-0.10903,0.00000,0.77913
9.460,0.10944,0.00000,0.77895,-0.10944,0.00000,0.77895
9.480,0.10986,0.00000,0.77876,-0.10986,0.00000,0.77876
9.500,0.11028,0.00000,0.77854,-0.11028,0.00000,0.77854
9.520,0.11072,0.00000,0.77831,-0.11072,0.00000,0.77831
9.540,0.11116,0.00000,0.77806,-0.11116,0.00000,0.77806
9.560,0.11162,0.00000,0.77779,-0.11162,0.00000,0.77779
9.580,0.11208,0.00000,0.77751,-0.11208,0.00000,0.77751
9.600,0.11254,0.00000,0.77721,-0.11254,0.00000,0.77721
9.620,0.11302,0.00000,0.77690,-0.11302,0.00000,0.77690
9.640,0.11351,0.00000,0.77656,-0.11351,0.00000,0.77656
9.660,0.11400,0.00000,0.77622,-0.11400,0.00000,0.77622
9.680,0.11450,0.00000,0.77585,-0.11450,0.00000,0.77585
9.700,0.11501,0.00000,0.77547,-0.11501,0.00000,0.77547
9.720,0.11553,0.00000,0.77507,-0.11553,0.00000,0.77507
9.740,0.11605,0.00000,0.77466,-0.11605,0.00000,0.77466
9.760,0.11659,0.00000,0.77423,-0.11659,0.00000,0.77423
9.780,0.11713,0.00000,0.77379,-0.11713,0.00000,0.77379
9.800,0.11767,0.00000,0.77333,-0.11767,0.00000,0.77333
9.820,0.11823,0.00000,0.77285,-0.11823,0.00000,0.77285
9.840,0.11879,0.00000,0.77236,-0.11879,0.00000,0.77236
9.860,0.11936,0.00000,0.77186,-0.11936,0.00000,0.77186
9.880,0.11994,0.00000,0.77134,-0.11994,0.00000,0.77134
9.900,0.12053,0.00000,0.77080,-0.12053,0.00000,0.77080
9.920,0.12112,0.00000,0.77025,-0.12112,0.00000,0.77025
9.940,0.12172,0.00000,0.76969,-0.12172,0.00000,0.76969
9.960,0.12232,0.00000,0.76911,-0.12232,0.00000,0.76911
9.980,0.12294,0.00000,0.76852,-0.12294,0.00000,0.76852
10.000,0.12356,0.00000,0.76791,-0.12356,0.00000,0.76791
10.020,0.12418,0.00000,0.76729,-0.12418,0.00000,0.76729
10.040,0.12482,0.00000,0.76665,-0.12482,0.00000,0.76665
10.060,0.12546,0.00000,0.76601,-0.12546,0.00000,0.76601
10.080,0.12611,0.00000,0.76534,-0.12611,0.00000,0.76534
10.100,0.12676,0.00000,0.76467,-0.12676,0.00000,0.76467
10.120,0.12742,0.00000,0.76398,-0.12742,0.00000,0.76398
10.140,0.12809,0.00000,0.76328,-0.12809,0.00000,0.76328
10.160,0.12876,0.00000,0.76257,-0.12876,0.00000,0.76257
10.180,0.12944,0.00000,0.76184,-0.12944,0.00000,0.76184
10.200,0.13012,0.00000,0.76111,-0.13012,0.00000,0.76111
10.220,0.13081,0.00000,0.76036,-0.13081,0.00000,0.76036
10.240,0.13151,0.00000,0.75960,-0.13151,0.00000,0.75960
10.260,0.13221,0.00000,0.75883,-0.13221,0.00000,0.75883
10.280,0.13292,0.00000,0.75804,-0.13292,0.00000,0.75804
10.300,0.13364,0.00000,0.75725,-0.13364,0.00000,0.75725
10.320,0.13436,0.00000,0.75644,-0.13436,0.00000,0.75644
10.340,0.13508,0.00000,0.75563,-0.13508,0.00000,0.75563
10.360,0.13581,0.00000,0.75480,-0.13581,0.00000,0.75480
10.380,0.13655,0.00000,0.75397,-0.13655,0.00000,0.75397
10.400,0.13729,0.00000,0.75312,-0.13729,0.00000,0.75312
10.420,0.13804,0.00000,0.75227,-0.13804,0.00000,0.75227
10.440,0.13879,0.00000,0.75140,-0.13879,0.00000,0.75140
10.460,0.13954,0.00000,0.75053,-0.13954,0.00000,0.75053
10.480,0.14031,0.00000,0.74964,-0.14031,0.00000,0.74964
10.500,0.14107,0.00000,0.74875,-0.14107,0.00000,0.74875
10.520,0.14184,0.00000,0.74785,-0.14184,0.00000,0.74785
10.540,0.14262,0.00000,0.74695,-0.14262,0.00000,0.74695
10.560,0.14340,0.00000,0.74603,-0.14340,0.00000,0.74603
10.580,0.14418,0.00000,0.74511,-0.14418,0.00000,0.74511
10.600,0.14497,0.00000,0.74418,-0.14497,0.00000,0.74418
10.620,0.14577,0.00000,0.74324,-0.14577,0.00000,0.74324
10.640,0.14656,0.00000,0.74230,-0.14656,0.00000,0.74230
10.660,0.14737,0.00000,0.74135,-0.14737,0.00000,0.74135
10.680,0.14817,0.00000,0.74039,-0.14817,0.00000,0.74039
10.700,0.14898,0.00000,0.73943,-0.14898,0.00000,0.73943
10.720,0.14979,0.00000,0.73846,-0.14979,0.00000,0.73846
10.740,0.15061,0.00000,0.73749,-0.15061,0.00000,0.73749
10.760,0.15143,0.00000,0.73651,-0.15143,0.00000,0.73651
10.780,0.15225,0.00000,0.73553,-0.15225,0.00000,0.73553
10.800,0.15308,0.00000,0.73454,-0.15308,0.00000,0.73454
10.820,0.15391,0.00000,0.73355,-0.15391,0.00000,0.73355
10.840,0.15474,0.00000,0.73255,-0.15474,0.00000,0.73255
10.860,0.15558,0.00000,0.73155,-0.15558,0.00000,0.73155
10.880,0.15642,0.00000,0.73055,-0.15642,0.00000,0.73055
10.900,0.15726,0.00000,0.72955,-0.15726,0.00000,0.72955
10.920,0.15811,0.00000,0.72854,-0.15811,0.00000,0.72854
10.940,0.15896,0.00000,0.72753,-0.15896,0.00000,0.72753
10.960,0.15981,0.00000,0.72651,-0.15981,0.00000,0.72651
10.980,0.16066,0.00000,0.72550,-0.16066,0.00000,0.72550
11.000,0.16151,0.00000,0.72448,-0.16151,0.00000,0.72448
11.020,0.16237,0.00000,0.72346,-0.16237,0.00000,0.72346
11.040,0.16323,0.00000,0.72245,-0.16323,0.00000,0.72245
11.060,0.16409,0.00000,0.72143,-0.16409,0.00000,0.72143
11.080,0.16496,0.00000,0.72041,-0.16496,0.00000,0.72041
11.100,0.16582,0.00000,0.71939,-0.16582,0.00000,0.71939
11.120,0.16669,0.00000,0.71837,-0.16669,0.00000,0.71837
11.140,0.16756,0.00000,0.71735,-0.16756,0.00000,0.71735
11.160,0.16843,0.00000,0.71633,-0.16843,0.00000,0.71633
11.180,0.16930,0.00000,0.71531,-0.16930,0.00000,0.71531
11.200,0.17017,0.00000,0.71430,-0.17017,0.00000,0.71430
11.220,0.17104,0.00000,0.71328,-0.17104,0.00000,0.71328
11.240,0.17192,0.00000,0.71227,-0.17192,0.00000,0.71227
11.260,0.17279,0.00000,0.71126,-0.17279,0.00000,0.71126
11.280,0.17367,0.00000,0.71025,-0.17367,0.00000,0.71025
11.300,0.17455,0.00000,0.70925,-0.17455,0.00000,0.70925
11.320,0.17543,0.00000,0.70824,-0.17543,0.00000,0.70824
11.340,0.17631,0.00000,0.70724,-0.17631,0.00000,0.70724
11.360,0.17719,0.00000,0.70625,-0.17719,0.00000,0.70625
11.380,0.17807,0.00000,0.70526,-0.17807,0.00000,0.70526
11.400,0.17895,0.00000,0.70427,-0.17895,0.00000,0.70427
11.420,0.17983,0.00000,0.70329,-0.17983,0.00000,0.70329
11.440,0.18071,0.00000,0.70231,-0.18071,0.00000,0.70231
11.460,0.18159,0.00000,0.70134,-0.18159,0.00000,0.70134
11.480,0.18246,0.00000,0.70037,-0.18246,0.00000,0.70037
11.500,0.18334,0.00000,0.69941,-0.18334,0.00000,0.69941
11.520,0.18422,0.00000,0.69846,-0.18422,0.00000,0.69846
11.540,0.18510,0.00000,0.69751,-0.18510,0.00000,0.69751
11.560,0.18598,0.00000,0.69657,-0.18598,0.00000,0.69657
11.580,0.18686,0.00000,0.69563,-0.18686,0.00000,0.69563
11.600,0.18773,0.00000,0.69470,-0.18773,0.00000,0.69470
11.620,0.18861,0.00000,0.69378,-0.18861,0.00000,0.69378
11.640,0.18948,0.00000,0.69287,-0.18948,0.00000,0.69287
11.660,0.19036,0.00000,0.69196,-0.19036,0.00000,0.69196
11.680,0.19123,0.00000,0.69106,-0.19123,0.00000,0.69106
11.700,0.19210,0.00000,0.69018,-0.19210,0.00000,0.69018
11.720,0.19297,0.00000,0.68929,-0.19297,0.00000,0.68929
11.740,0.19384,0.00000,0.68842,-0.19384,0.00000,0.68842
11.760,0.19470,0.00000,0.68756,-0.19470,0.00000,0.68756
11.780,0.19557,0.00000,0.68671,-0.19557,0.00000,0.68671
11.800,0.19643,0.00000,0.68586,-0.19643,0.00000,0.68586
11.820,0.19729,0.00000,0.68503,-0.19729,0.00000,0.68503
11.840,0.19815,0.00000,0.68421,-0.19815,0.00000,0.68421
11.860,0.19900,0.00000,0.68339,-0.19900,0.00000,0.68339
11.880,0.19986,0.00000,0.68259,-0.19986,0.00000,0.68259
11.900,0.20071,0.00000,0.68180,-0.20071,0.00000,0.68180
11.920,0.20156,0.00000,0.68102,-0.20156,0.00000,0.68102
11.940,0.20240,0.00000,0.68025,-0.20240,0.00000,0.68025
11.960,0.20325,0.00000,0.67949,-0.20325,0.00000,0.67949
11.980,0.20409,0.00000,0.67874,-0.20409,0.00000,0.67874
12.000,0.20492,0.00000,0.67801,-0.20492,0.00000,0.67801
12.020,0.20576,0.00000,0.67729,-0.20576,0.00000,0.67729
12.040,0.20659,0.00000,0.67657,-0.20659,0.00000,0.67657
12.060,0.20742,0.00000,0.67588,-0.20742,0.00000,0.67588
12.080,0.20824,0.00000,0.67519,-0.20824,0.00000,0.67519
12.100,0.20906,0.00000,0.67452,-0.20906,0.00000,0.67452
12.120,0.20988,0.00000,0.67386,-0.20988,0.00000,0.67386
12.140,0.21070,0.00000,0.67322,-0.21070,0.00000,0.67322
12.160,0.21151,0.00000,0.67258,-0.21151,0.00000,0.67258
12.180,0.21231,0.00000,0.67197,-0.21231,0.00000,0.67197
12.200,0.21312,0.00000,0.67136,-0.21312,0.00000,0.67136
12.220,0.21392,0.00000,0.67077,-0.21392,0.00000,0.67077
12.240,0.21471,0.00000,0.67020,-0.21471,0.00000,0.67020
12.260,0.21550,0.00000,0.66963,-0.21550,0.00000,0.66963
12.280,0.21629,0.00000,0.66909,-0.21629,0.00000,0.66909
12.300,0.21707,0.00000,0.66856,-0.21707,0.00000,0.66856
12.320,0.21785,0.00000,0.66804,-0.21785,0.00000,0.66804
12.340,0.21862,0.00000,0.66754,-0.21862,0.00000,0.66754
12.360,0.21939,0.00000,0.66705,-0.21939,0.00000,0.66705
12.380,0.22015,0.00000,0.66658,-0.22015,0.00000,0.66658
12.400,0.22091,0.00000,0.66612,-0.22091,0.00000,0.66612
12.420,0.22167,0.00000,0.66568,-0.22167,0.00000,0.66568
12.440,0.22241,0.00000,0.66525,-0.22241,0.00000,0.66525
12.460,0.22316,0.00000,0.66484,-0.22316,0.00000,0.66484
12.480,0.22390,0.00000,0.66445,-0.22390,0.00000,0.66445
12.500,0.22463,0.00000,0.66407,-0.22463,0.00000,0.66407
12.520,0.22536,0.00000,0.66371,-0.22536,0.00000,0.66371
12.540,0.22608,0.00000,0.66337,-0.22608,0.00000,0.66337
12.560,0.22680,0.00000,0.66304,-0.22680,0.00000,0.66304
12.580,0.22751,0.00000,0.66273,-0.22751,0.00000,0.66273
12.600,0.22821,0.00000,0.66243,-0.22821,0.00000,0.66243
12.620,0.22891,0.00000,0.66215,-0.22891,0.00000,0.66215
12.640,0.22960,0.00000,0.66189,-0.22960,0.00000,0.66189
12.660,0.23029,0.00000,0.66164,-0.23029,0.00000,0.66164
12.680,0.23097,0.00000,0.66141,-0.23097,0.00000,0.66141
12.700,0.23165,0.00000,0.66120,-0.23165,0.00000,0.66120
12.720,0.23232,0.00000,0.66101,-0.23232,0.00000,0.66101
12.740,0.23298,0.00000,0.66083,-0.23298,0.00000,0.66083
12.760,0.23364,0.00000,0.66067,-0.23364,0.00000,0.66067
12.780,0.23429,0.00000,0.66053,-0.23429,0.00000,0.66053
12.800,0.23493,0.00000,0.66040,-0.23493,0.00000,0.66040
12.820,0.23557,0.00000,0.66029,-0.23557,0.00000,0.66029
12.840,0.23619,0.00000,0.66020,-0.23619,0.00000,0.66020
12.860,0.23682,0.00000,0.66013,-0.23682,0.00000,0.66013
12.880,0.23743,0.00000,0.66007,-0.23743,0.00000,0.66007
12.900,0.23804,0.00000,0.66003,-0.23804,0.00000,0.66003
12.920,0.23865,0.00000,0.66001,-0.23865,0.00000,0.66001
12.940,0.23924,0.00000,0.66000,-0.23924,0.00000,0.66000
12.960,0.23983,0.00000,0.66001,-0.23983,0.00000,0.66001
12.980,0.24041,0.00000,0.66004,-0.24041,0.00000,0.66004
13.000,0.24098,0.00000,0.66009,-0.24098,0.00000,0.66009
13.020,0.24155,0.00000,0.66015,-0.24155,0.00000,0.66015
13.040,0.24211,0.00000,0.66023,-0.24211,0.00000,0.66023
13.060,0.24266,0.00000,0.66033,-0.24266,0.00000,0.66033
13.080,0.24320,0.00000,0.66045,-0.24320,0.00000,0.66045
13.100,0.24374,0.00000,0.66058,-0.24374,0.00000,0.66058
13.120,0.24426,0.00000,0.66073,-0.24426,0.00000,0.66073
13.140,0.24478,0.00000,0.66090,-0.24478,0.00000,0.66090
13.160,0.24530,0.00000,0.66108,-0.24530,0.00000,0.66108
13.180,0.24580,0.00000,0.66129,-0.24580,0.00000,0.66129
13.200,0.24630,0.00000,0.66150,-0.24630,0.00000,0.66150
13.220,0.24679,0.00000,0.66174,-0.24679,0.00000,0.66174
13.240,0.24727,0.00000,0.66199,-0.24727,0.00000,0.66199
13.260,0.24774,0.00000,0.66226,-0.24774,0.00000,0.66226
13.280,0.24820,0.00000,0.66255,-0.24820,0.00000,0.66255
13.300,0.24866,0.00000,0.66285,-0.24866,0.00000,0.66285
13.320,0.24911,0.00000,0.66317,-0.24911,0.00000,0.66317
13.340,0.24955,0.00000,0.66350,-0.24955,0.00000,0.66350
13.360,0.24998,0.00000,0.66386,-0.24998,0.00000,0.66386
13.380,0.25040,0.00000,0.66422,-0.25040,0.00000,0.66422
13.400,0.25081,0.00000,0.66461,-0.25081,0.00000,0.66461
13.420,0.25122,0.00000,0.66501,-0.25122,0.00000,0.66501
13.440,0.25161,0.00000,0.66542,-0.25161,0.00000,0.66542
13.460,0.25200,0.00000,0.66585,-0.25200,0.00000,0.66585
13.480,0.25238,0.00000,0.66630,-0.25238,0.00000,0.66630
13.500,0.25275,0.00000,0.66676,-0.25275,0.00000,0.66676
13.520,0.25311,0.00000,0.66724,-0.25311,0.00000,0.66724
13.540,0.25347,0.00000,0.66774,-0.25347,0.00000,0.66774
13.560,0.25381,0.00000,0.66824,-0.25381,0.00000,0.66824
13.580,0.25414,0.00000,0.66877,-0.25414,0.00000,0.66877
13.600,0.25447,0.00000,0.66931,-0.25447,0.00000,0.66931
13.620,0.25479,0.00000,0.66986,-0.25479,0.00000,0.66986
13.640,0.25510,0.00000,0.67043,-0.25510,0.00000,0.67043
13.660,0.25539,0.00000,0.67101,-0.25539,0.00000,0.67101
13.680,0.25568,0.00000,0.67160,-0.25568,0.00000,0.67160
13.700,0.25596,0.00000,0.67221,-0.25596,0.00000,0.67221
13.720,0.25624,0.00000,0.67284,-0.25624,0.00000,0.67284
13.740,0.25650,0.00000,0.67348,-0.25650,0.00000,0.67348
13.760,0.25675,0.00000,0.67413,-0.25675,0.00000,0.67413
13.780,0.25699,0.00000,0.67479,-0.25699,0.00000,0.67479
13.800,0.25723,0.00000,0.67547,-0.25723,0.00000,0.67547
13.820,0.25745,0.00000,0.67616,-0.25745,0.00000,0.67616
13.840,0.25767,0.00000,0.67686,-0.25767,0.00000,0.67686
13.860,0.25788,0.00000,0.67757,-0.25788,0.00000,0.67757
13.880,0.25807,0.00000,0.67830,-0.25807,0.00000,0.67830
13.900,0.25826,0.00000,0.67904,-0.25826,0.00000,0.67904
13.920,0.25844,0.00000,0.67979,-0.25844,0.00000,0.67979
13.940,0.25861,0.00000,0.68056,-0.25861,0.00000,0.68056
13.960,0.25876,0.00000,0.68133,-0.25876,0.00000,0.68133
13.980,0.25891,0.00000,0.68212,-0.25891,0.00000,0.68212
14.000,0.25905,0.00000,0.68291,-0.25905,0.00000,0.68291
14.020,0.25918,0.00000,0.68372,-0.25918,0.00000,0.68372
14.040,0.25930,0.00000,0.68454,-0.25930,0.00000,0.68454
14.060,0.25942,0.00000,0.68536,-0.25942,0.00000,0.68536
14.080,0.25952,0.00000,0.68620,-0.25952,0.00000,0.68620
14.100,0.25961,0.00000,0.68705,-0.25961,0.00000,0.68705
14.120,0.25969,0.00000,0.68791,-0.25969,0.00000,0.68791
14.140,0.25976,0.00000,0.68877,-0.25976,0.00000,0.68877
14.160,0.25983,0.00000,0.68965,-0.25983,0.00000,0.68965
14.180,0.25988,0.00000,0.69053,-0.25988,0.00000,0.69053
14.200,0.25992,0.00000,0.69143,-0.25992,0.00000,0.69143
14.220,0.25996,0.00000,0.69233,-0.25996,0.00000,0.69233
14.240,0.25998,0.00000,0.69324,-0.25998,0.00000,0.69324
14.260,0.26000,0.00000,0.69415,-0.26000,0.00000,0.69415
14.280,0.26000,0.00000,0.69508,-0.26000,0.00000,0.69508
14.300,0.26000,0.00000,0.69601,-0.26000,0.00000,0.69601
14.320,0.25998,0.00000,0.69695,-0.25998,0.00000,0.69695
14.340,0.25996,0.00000,0.69789,-0.25996,0.00000,0.69789
14.360,0.25992,0.00000,0.69884,-0.25992,0.00000,0.69884
14.380,0.25988,0.00000,0.69980,-0.25988,0.00000,0.69980
14.400,0.25983,0.00000,0.70076,-0.25983,0.00000,0.70076
14.420,0.25976,0.00000,0.70173,-0.25976,0.00000,0.70173
14.440,0.25969,0.00000,0.70271,-0.25969,0.00000,0.70271
14.460,0.25961,0.00000,0.70369,-0.25961,0.00000,0.70369
14.480,0.25952,0.00000,0.70467,-0.25952,0.00000,0.70467
14.500,0.25941,0.00000,0.70566,-0.25941,0.00000,0.70566
14.520,0.25930,0.00000,0.70665,-0.25930,0.00000,0.70665
14.540,0.25918,0.00000,0.70765,-0.25918,0.00000,0.70765
14.560,0.25905,0.00000,0.70865,-0.25905,0.00000,0.70865
14.580,0.25891,0.00000,0.70965,-0.25891,0.00000,0.70965
14.600,0.25876,0.00000,0.71066,-0.25876,0.00000,0.71066
14.620,0.25861,0.00000,0.71166,-0.25861,0.00000,0.71166
14.640,0.25844,0.00000,0.71268,-0.25844,0.00000,0.71268
14.660,0.25826,0.00000,0.71369,-0.25826,0.00000,0.71369
14.680,0.25807,0.00000,0.71470,-0.25807,0.00000,0.71470
14.700,0.25787,0.00000,0.71572,-0.25787,0.00000,0.71572
14.720,0.25767,0.00000,0.71674,-0.25767,0.00000,0.71674
14.740,0.25745,0.00000,0.71776,-0.25745,0.00000,0.71776
14.760,0.25723,0.00000,0.71878,-0.25723,0.00000,0.71878
14.780,0.25699,0.00000,0.71980,-0.25699,0.00000,0.71980
14.800,0.25675,0.00000,0.72082,-0.25675,0.00000,0.72082
14.820,0.25650,0.00000,0.72184,-0.25650,0.00000,0.72184
14.840,0.25623,0.00000,0.72286,-0.25623,0.00000,0.72286
14.860,0.25596,0.00000,0.72388,-0.25596,0.00000,0.72388
14.880,0.25568,0.00000,0.72489,-0.25568,0.00000,0.72489
14.900,0.25539,0.00000,0.72591,-0.25539,0.00000,0.72591
14.920,0.25509,0.00000,0.72692,-0.25509,0.00000,0.72692
14.940,0.25479,0.00000,0.72793,-0.25479,0.00000,0.72793
14.960,0.25447,0.00000,0.72894,-0.25447,0.00000,0.72894
14.980,0.25414,0.00000,0.72995,-0.25414,0.00000,0.72995
15.000,0.25381,0.00000,0.73096,-0.25381,0.00000,0.73096
15.020,0.25346,0.00000,0.73196,-0.25346,0.00000,0.73196
15.040,0.25311,0.00000,0.73295,-0.25311,0.00000,0.73295
15.060,0.25275,0.00000,0.73395,-0.25275,0.00000,0.73395
15.080,0.25238,0.00000,0.73494,-0.25238,0.00000,0.73494
15.100,0.25200,0.00000,0.73592,-0.25200,0.00000,0.73592
15.120,0.25161,0.00000,0.73691,-0.25161,0.00000,0.73691
15.140,0.25122,0.00000,0.73788,-0.25122,0.00000,0.73788
15.160,0.25081,0.00000,0.73885,-0.25081,0.00000,0.73885
15.180,0.25040,0.00000,0.73982,-0.25040,0.00000,0.73982
15.200,0.24997,0.00000,0.74078,-0.24997,0.00000,0.74078
15.220,0.24954,0.00000,0.74173,-0.24954,0.00000,0.74173
15.240,0.24910,0.00000,0.74268,-0.24910,0.00000,0.74268
15.260,0.24866,0.00000,0.74362,-0.24866,0.00000,0.74362
15.280,0.24820,0.00000,0.74455,-0.24820,0.00000,0.74455
15.300,0.24774,0.00000,0.74548,-0.24774,0.00000,0.74548
15.320,0.24726,0.00000,0.74640,-0.24726,0.00000,0.74640
15.340,0.24678,0.00000,0.74731,-0.24678,0.00000,0.74731
15.360,0.24630,0.00000,0.74822,-0.24630,0.00000,0.74822
15.380,0.24580,0.00000,0.74911,-0.24580,0.00000,0.74911
15.400,0.24529,0.00000,0.75000,-0.24529,0.00000,0.75000
15.420,0.24478,0.00000,0.75088,-0.24478,0.00000,0.75088
15.440,0.24426,0.00000,0.75175,-0.24426,0.00000,0.75175
15.460,0.24373,0.00000,0.75261,-0.24373,0.00000,0.75261
15.480,0.24320,0.00000,0.75346,-0.24320,0.00000,0.75346
15.500,0.24266,0.00000,0.75430,-0.24266,0.00000,0.75430
15.520,0.24210,0.00000,0.75514,-0.24210,0.00000,0.75514
15.540,0.24155,0.00000,0.75596,-0.24155,0.00000,0.75596
15.560,0.24098,0.00000,0.75677,-0.24098,0.00000,0.75677
15.580,0.24041,0.00000,0.75757,-0.24041,0.00000,0.75757
15.600,0.23983,0.00000,0.75836,-0.23983,0.00000,0.75836
15.620,0.23924,0.00000,0.75914,-0.23924,0.00000,0.75914
15.640,0.23864,0.00000,0.75991,-0.23864,0.00000,0.75991
15.660,0.23804,0.00000,0.76066,-0.23804,0.00000,0.76066
15.680,0.23743,0.00000,0.76141,-0.23743,0.00000,0.76141
15.700,0.23682,0.00000,0.76214,-0.23682,0.00000,0.76214
15.720,0.23619,0.00000,0.76286,-0.23619,0.00000,0.76286
15.740,0.23556,0.00000,0.76357,-0.23556,0.00000,0.76357
15.760,0.23493,0.00000,0.76426,-0.23493,0.00000,0.76426
15.780,0.23428,0.00000,0.76494,-0.23428,0.00000,0.76494
15.800,0.23363,0.00000,0.76561,-0.23363,0.00000,0.76561
15.820,0.23298,0.00000,0.76627,-0.23298,0.00000,0.76627
15.840,0.23232,0.00000,0.76691,-0.23232,0.00000,0.76691
15.860,0.23165,0.00000,0.76754,-0.23165,0.00000,0.76754
15.880,0.23097,0.00000,0.76816,-0.23097,0.00000,0.76816
15.900,0.23029,0.00000,0.76876,-0.23029,0.00000,0.76876
15.920,0.22960,0.00000,0.76934,-0.22960,0.00000,0.76934
